Time,Displacement,Force
(s),(mm),(N)
"165.2170","0.4333","13.7675"
"165.2370","0.4331","13.7346"
"165.2570","0.4330","13.7020"
"165.2770","0.4328","13.6696"
"165.2970","0.4327","13.6388"
"165.3170","0.4325","13.6086"
"165.3370","0.4323","13.5770"
"165.3570","0.4322","13.5450"
"165.3770","0.4320","13.5117"
"165.3970","0.4318","13.4798"
"165.4170","0.4316","13.4473"
"165.4370","0.4315","13.4147"
"165.4570","0.4313","13.3810"
"165.4770","0.4311","13.3487"
"165.4970","0.4310","13.3181"
"165.5170","0.4308","13.2868"
"165.5370","0.4306","13.2543"
"165.5570","0.4304","13.2229"
"165.5770","0.4303","13.1921"
"165.5970","0.4301","13.1625"
"165.6170","0.4299","13.1334"
"165.6370","0.4298","13.1030"
"165.6570","0.4296","13.0733"
"165.6770","0.4294","13.0432"
"165.6970","0.4293","13.0138"
"165.7170","0.4291","12.9841"
"165.7370","0.4289","12.9551"
"165.7570","0.4288","12.9248"
"165.7770","0.4286","12.8961"
"165.7970","0.4285","12.8690"
"165.8170","0.4283","12.8392"
"165.8370","0.4281","12.8098"
"165.8570","0.4280","12.7787"
"165.8770","0.4278","12.7482"
"165.8970","0.4276","12.7198"
"165.9170","0.4274","12.6905"
"165.9370","0.4273","12.6623"
"165.9570","0.4271","12.6316"
"165.9770","0.4269","12.6009"
"165.9970","0.4268","12.5699"
"166.0170","0.4266","12.5406"
"166.0370","0.4264","12.5117"
"166.0570","0.4263","12.4817"
"166.0770","0.4261","12.4538"
"166.0970","0.4259","12.4260"
"166.1170","0.4258","12.3962"
"166.1370","0.4256","12.3649"
"166.1570","0.4254","12.3364"
"166.1770","0.4253","12.3061"
"166.1970","0.4251","12.2749"
"166.2170","0.4249","12.2455"
"166.2370","0.4247","12.2160"
"166.2570","0.4246","12.1851"
"166.2770","0.4244","12.1529"
"166.2970","0.4242","12.1211"
"166.3170","0.4240","12.0907"
"166.3370","0.4238","12.0608"
"166.3570","0.4237","12.0289"
"166.3770","0.4235","11.9970"
"166.3970","0.4233","11.9659"
"166.4170","0.4231","11.9364"
"166.4370","0.4230","11.9088"
"166.4570","0.4228","11.8799"
"166.4770","0.4226","11.8503"
"166.4970","0.4224","11.8236"
"166.5170","0.4223","11.7953"
"166.5370","0.4221","11.7677"
"166.5570","0.4219","11.7405"
"166.5770","0.4218","11.7130"
"166.5970","0.4216","11.6863"
"166.6170","0.4214","11.6602"
"166.6370","0.4213","11.6346"
"166.6570","0.4211","11.6091"
"166.6770","0.4210","11.5813"
"166.6970","0.4208","11.5547"
"166.7170","0.4206","11.5281"
"166.7370","0.4205","11.5000"
"166.7570","0.4203","11.4724"
"166.7770","0.4201","11.4438"
"166.7970","0.4200","11.4176"
"166.8170","0.4198","11.3918"
"166.8370","0.4196","11.3642"
"166.8570","0.4195","11.3379"
"166.8770","0.4193","11.3130"
"166.8970","0.4191","11.2872"
"166.9170","0.4190","11.2608"
"166.9370","0.4188","11.2346"
"166.9570","0.4186","11.2063"
"166.9770","0.4185","11.1792"
"166.9970","0.4183","11.1538"
"167.0170","0.4182","11.1283"
"167.0370","0.4180","11.1029"
"167.0570","0.4178","11.0769"
"167.0770","0.4177","11.0507"
"167.0970","0.4175","11.0247"
"167.1170","0.4173","10.9982"
"167.1370","0.4172","10.9732"
"167.1570","0.4170","10.9473"
"167.1770","0.4169","10.9215"
"167.1970","0.4167","10.8955"
"167.2170","0.4166","10.8700"
"167.2370","0.4164","10.8464"
"167.2570","0.4162","10.8220"
"167.2770","0.4161","10.7966"
"167.2970","0.4159","10.7729"
"167.3170","0.4158","10.7486"
"167.3370","0.4156","10.7246"
"167.3570","0.4155","10.6990"
"167.3770","0.4153","10.6737"
"167.3970","0.4151","10.6490"
"167.4170","0.4150","10.6233"
"167.4370","0.4148","10.5975"
"167.4570","0.4147","10.5703"
"167.4770","0.4145","10.5439"
"167.4970","0.4143","10.5167"
"167.5170","0.4142","10.4907"
"167.5370","0.4140","10.4645"
"167.5570","0.4138","10.4365"
"167.5770","0.4137","10.4097"
"167.5970","0.4135","10.3829"
"167.6170","0.4133","10.3561"
"167.6370","0.4131","10.3300"
"167.6570","0.4130","10.3062"
"167.6770","0.4128","10.2817"
"167.6970","0.4127","10.2567"
"167.7170","0.4125","10.2321"
"167.7370","0.4123","10.2074"
"167.7570","0.4122","10.1839"
"167.7770","0.4120","10.1591"
"167.7970","0.4119","10.1335"
"167.8170","0.4117","10.1085"
"167.8370","0.4115","10.0834"
"167.8570","0.4113","10.0563"
"167.8770","0.4112","10.0287"
"167.8970","0.4110","10.0034"
"167.9170","0.4108","9.9787"
"167.9370","0.4107","9.9512"
"167.9570","0.4105","9.9249"
"167.9770","0.4103","9.9017"
"167.9970","0.4102","9.8781"
"168.0170","0.4100","9.8541"
"168.0370","0.4098","9.8309"
"168.0570","0.4097","9.8073"
"168.0770","0.4095","9.7841"
"168.0970","0.4093","9.7611"
"168.1170","0.4092","9.7358"
"168.1370","0.4090","9.7113"
"168.1570","0.4088","9.6882"
"168.1770","0.4087","9.6641"
"168.1970","0.4085","9.6394"
"168.2170","0.4083","9.6160"
"168.2370","0.4082","9.5926"
"168.2570","0.4080","9.5687"
"168.2770","0.4078","9.5428"
"168.2970","0.4077","9.5182"
"168.3170","0.4075","9.4937"
"168.3370","0.4073","9.4694"
"168.3570","0.4072","9.4452"
"168.3770","0.4070","9.4209"
"168.3970","0.4068","9.3984"
"168.4170","0.4067","9.3741"
"168.4370","0.4065","9.3519"
"168.4570","0.4063","9.3289"
"168.4770","0.4062","9.3054"
"168.4970","0.4060","9.2829"
"168.5170","0.4058","9.2591"
"168.5370","0.4057","9.2336"
"168.5570","0.4055","9.2114"
"168.5770","0.4053","9.1897"
"168.5970","0.4052","9.1670"
"168.6170","0.4050","9.1435"
"168.6370","0.4048","9.1213"
"168.6570","0.4047","9.0978"
"168.6770","0.4045","9.0747"
"168.6970","0.4043","9.0516"
"168.7170","0.4041","9.0278"
"168.7370","0.4040","9.0037"
"168.7570","0.4038","8.9820"
"168.7770","0.4036","8.9591"
"168.7970","0.4035","8.9377"
"168.8170","0.4033","8.9148"
"168.8370","0.4031","8.8913"
"168.8570","0.4030","8.8672"
"168.8770","0.4028","8.8444"
"168.8970","0.4026","8.8223"
"168.9170","0.4025","8.8005"
"168.9370","0.4023","8.7788"
"168.9570","0.4021","8.7550"
"168.9770","0.4020","8.7333"
"168.9970","0.4018","8.7132"
"169.0170","0.4017","8.6913"
"169.0370","0.4015","8.6691"
"169.0570","0.4013","8.6475"
"169.0770","0.4011","8.6273"
"169.0970","0.4010","8.6060"
"169.1170","0.4008","8.5828"
"169.1370","0.4007","8.5606"
"169.1570","0.4005","8.5394"
"169.1770","0.4003","8.5184"
"169.1970","0.4001","8.4971"
"169.2170","0.4000","8.4738"
"169.2370","0.3998","8.4534"
"169.2570","0.3997","8.4325"
"169.2770","0.3995","8.4110"
"169.2970","0.3993","8.3900"
"169.3170","0.3992","8.3681"
"169.3370","0.3990","8.3472"
"169.3570","0.3988","8.3268"
"169.3770","0.3987","8.3055"
"169.3970","0.3985","8.2850"
"169.4170","0.3983","8.2625"
"169.4370","0.3982","8.2406"
"169.4570","0.3980","8.2197"
"169.4770","0.3978","8.1989"
"169.4970","0.3977","8.1785"
"169.5170","0.3975","8.1577"
"169.5370","0.3973","8.1367"
"169.5570","0.3972","8.1150"
"169.5770","0.3970","8.0951"
"169.5970","0.3968","8.0763"
"169.6170","0.3966","8.0546"
"169.6370","0.3965","8.0319"
"169.6570","0.3963","8.0101"
"169.6770","0.3961","7.9900"
"169.6970","0.3960","7.9705"
"169.7170","0.3958","7.9515"
"169.7370","0.3956","7.9321"
"169.7570","0.3955","7.9126"
"169.7770","0.3953","7.8917"
"169.7970","0.3952","7.8710"
"169.8170","0.3950","7.8500"
"169.8370","0.3948","7.8305"
"169.8570","0.3947","7.8103"
"169.8770","0.3945","7.7894"
"169.8970","0.3943","7.7687"
"169.9170","0.3942","7.7489"
"169.9370","0.3940","7.7287"
"169.9570","0.3938","7.7088"
"169.9770","0.3937","7.6889"
"169.9970","0.3935","7.6693"
"170.0170","0.3933","7.6492"
"170.0370","0.3932","7.6295"
"170.0570","0.3930","7.6103"
"170.0770","0.3928","7.5923"
"170.0970","0.3927","7.5742"
"170.1170","0.3925","7.5538"
"170.1370","0.3923","7.5345"
"170.1570","0.3921","7.5139"
"170.1770","0.3920","7.4932"
"170.1970","0.3918","7.4749"
"170.2170","0.3916","7.4556"
"170.2370","0.3915","7.4370"
"170.2570","0.3913","7.4184"
"170.2770","0.3911","7.3991"
"170.2970","0.3910","7.3785"
"170.3170","0.3908","7.3598"
"170.3370","0.3906","7.3438"
"170.3570","0.3905","7.3265"
"170.3770","0.3903","7.3077"
"170.3970","0.3901","7.2887"
"170.4170","0.3900","7.2688"
"170.4370","0.3898","7.2495"
"170.4570","0.3896","7.2287"
"170.4770","0.3895","7.2101"
"170.4970","0.3893","7.1920"
"170.5170","0.3891","7.1735"
"170.5370","0.3890","7.1556"
"170.5570","0.3888","7.1374"
"170.5770","0.3886","7.1184"
"170.5970","0.3885","7.1003"
"170.6170","0.3883","7.0824"
"170.6370","0.3881","7.0637"
"170.6570","0.3879","7.0457"
"170.6770","0.3878","7.0270"
"170.6970","0.3876","7.0074"
"170.7170","0.3874","6.9883"
"170.7370","0.3873","6.9699"
"170.7570","0.3871","6.9508"
"170.7770","0.3869","6.9319"
"170.7970","0.3868","6.9149"
"170.8170","0.3866","6.8966"
"170.8370","0.3864","6.8785"
"170.8570","0.3862","6.8592"
"170.8770","0.3861","6.8405"
"170.8970","0.3859","6.8217"
"170.9170","0.3857","6.8028"
"170.9370","0.3856","6.7855"
"170.9570","0.3854","6.7665"
"170.9770","0.3852","6.7473"
"170.9970","0.3850","6.7290"
"171.0170","0.3849","6.7107"
"171.0370","0.3847","6.6925"
"171.0570","0.3845","6.6744"
"171.0770","0.3844","6.6557"
"171.0970","0.3842","6.6384"
"171.1170","0.3840","6.6215"
"171.1370","0.3839","6.6039"
"171.1570","0.3837","6.5868"
"171.1770","0.3835","6.5700"
"171.1970","0.3834","6.5525"
"171.2170","0.3832","6.5358"
"171.2370","0.3830","6.5208"
"171.2570","0.3829","6.5023"
"171.2770","0.3827","6.4836"
"171.2970","0.3825","6.4675"
"171.3170","0.3824","6.4508"
"171.3370","0.3822","6.4343"
"171.3570","0.3820","6.4186"
"171.3770","0.3819","6.4016"
"171.3970","0.3817","6.3863"
"171.4170","0.3815","6.3689"
"171.4370","0.3814","6.3539"
"171.4570","0.3812","6.3375"
"171.4770","0.3811","6.3208"
"171.4970","0.3809","6.3050"
"171.5170","0.3807","6.2892"
"171.5370","0.3806","6.2742"
"171.5570","0.3804","6.2570"
"171.5770","0.3803","6.2417"
"171.5970","0.3801","6.2280"
"171.6170","0.3800","6.2121"
"171.6370","0.3798","6.1950"
"171.6570","0.3796","6.1783"
"171.6770","0.3795","6.1640"
"171.6970","0.3793","6.1483"
"171.7170","0.3791","6.1314"
"171.7370","0.3790","6.1155"
"171.7570","0.3788","6.0995"
"171.7770","0.3787","6.0854"
"171.7970","0.3785","6.0722"
"171.8170","0.3783","6.0546"
"171.8370","0.3782","6.0370"
"171.8570","0.3780","6.0180"
"171.8770","0.3778","5.9997"
"171.8970","0.3777","5.9828"
"171.9170","0.3775","5.9672"
"171.9370","0.3773","5.9517"
"171.9570","0.3771","5.9353"
"171.9770","0.3770","5.9191"
"171.9970","0.3768","5.9014"
"172.0170","0.3766","5.8832"
"172.0370","0.3765","5.8670"
"172.0570","0.3763","5.8492"
"172.0770","0.3761","5.8335"
"172.0970","0.3760","5.8173"
"172.1170","0.3758","5.8013"
"172.1370","0.3756","5.7858"
"172.1570","0.3755","5.7681"
"172.1770","0.3753","5.7513"
"172.1970","0.3751","5.7373"
"172.2170","0.3750","5.7224"
"172.2370","0.3748","5.7074"
"172.2570","0.3746","5.6921"
"172.2770","0.3745","5.6790"
"172.2970","0.3743","5.6634"
"172.3170","0.3741","5.6476"
"172.3370","0.3740","5.6326"
"172.3570","0.3738","5.6157"
"172.3770","0.3736","5.5959"
"172.3970","0.3734","5.5777"
"172.4170","0.3733","5.5612"
"172.4370","0.3731","5.5450"
"172.4570","0.3729","5.5289"
"172.4770","0.3728","5.5141"
"172.4970","0.3726","5.4995"
"172.5170","0.3724","5.4853"
"172.5370","0.3723","5.4723"
"172.5570","0.3721","5.4592"
"172.5770","0.3720","5.4458"
"172.5970","0.3718","5.4316"
"172.6170","0.3716","5.4135"
"172.6370","0.3714","5.3943"
"172.6570","0.3712","5.3736"
"172.6770","0.3711","5.3576"
"172.6970","0.3709","5.3432"
"172.7170","0.3707","5.3281"
"172.7370","0.3705","5.3117"
"172.7570","0.3703","5.2952"
"172.7770","0.3702","5.2803"
"172.7970","0.3700","5.2663"
"172.8170","0.3698","5.2514"
"172.8370","0.3696","5.2361"
"172.8570","0.3695","5.2236"
"172.8770","0.3693","5.2099"
"172.8970","0.3691","5.1962"
"172.9170","0.3690","5.1829"
"172.9370","0.3688","5.1698"
"172.9570","0.3686","5.1565"
"172.9770","0.3685","5.1451"
"172.9970","0.3683","5.1340"
"173.0170","0.3682","5.1222"
"173.0370","0.3680","5.1100"
"173.0570","0.3678","5.0984"
"173.0770","0.3677","5.0862"
"173.0970","0.3675","5.0722"
"173.1170","0.3674","5.0596"
"173.1370","0.3672","5.0481"
"173.1570","0.3671","5.0371"
"173.1770","0.3669","5.0241"
"173.1970","0.3668","5.0122"
"173.2170","0.3666","5.0008"
"173.2370","0.3665","4.9905"
"173.2570","0.3663","4.9773"
"173.2770","0.3662","4.9647"
"173.2970","0.3660","4.9513"
"173.3170","0.3658","4.9356"
"173.3370","0.3657","4.9217"
"173.3570","0.3655","4.9061"
"173.3770","0.3653","4.8906"
"173.3970","0.3651","4.8756"
"173.4170","0.3650","4.8620"
"173.4370","0.3648","4.8486"
"173.4570","0.3646","4.8344"
"173.4770","0.3645","4.8212"
"173.4970","0.3643","4.8086"
"173.5170","0.3641","4.7945"
"173.5370","0.3640","4.7820"
"173.5570","0.3638","4.7682"
"173.5770","0.3636","4.7565"
"173.5970","0.3635","4.7436"
"173.6170","0.3633","4.7305"
"173.6370","0.3631","4.7166"
"173.6570","0.3630","4.7036"
"173.6770","0.3628","4.6895"
"173.6970","0.3626","4.6758"
"173.7170","0.3625","4.6651"
"173.7370","0.3623","4.6530"
"173.7570","0.3621","4.6393"
"173.7770","0.3620","4.6265"
"173.7970","0.3618","4.6124"
"173.8170","0.3616","4.5979"
"173.8370","0.3614","4.5857"
"173.8570","0.3613","4.5732"
"173.8770","0.3611","4.5607"
"173.8970","0.3609","4.5474"
"173.9170","0.3608","4.5341"
"173.9370","0.3606","4.5223"
"173.9570","0.3604","4.5093"
"173.9770","0.3603","4.4973"
"173.9970","0.3601","4.4829"
"174.0170","0.3599","4.4685"
"174.0370","0.3598","4.4565"
"174.0570","0.3596","4.4441"
"174.0770","0.3594","4.4316"
"174.0970","0.3593","4.4195"
"174.1170","0.3591","4.4065"
"174.1370","0.3589","4.3951"
"174.1570","0.3588","4.3854"
"174.1770","0.3586","4.3740"
"174.1970","0.3584","4.3620"
"174.2170","0.3583","4.3504"
"174.2370","0.3581","4.3412"
"174.2570","0.3580","4.3323"
"174.2770","0.3578","4.3232"
"174.2970","0.3576","4.3137"
"174.3170","0.3575","4.3024"
"174.3370","0.3573","4.2894"
"174.3570","0.3571","4.2766"
"174.3770","0.3570","4.2642"
"174.3970","0.3568","4.2519"
"174.4170","0.3566","4.2396"
"174.4370","0.3565","4.2285"
"174.4570","0.3563","4.2170"
"174.4770","0.3561","4.2045"
"174.4970","0.3560","4.1930"
"174.5170","0.3558","4.1803"
"174.5370","0.3556","4.1696"
"174.5570","0.3555","4.1577"
"174.5770","0.3553","4.1458"
"174.5970","0.3551","4.1353"
"174.6170","0.3550","4.1227"
"174.6370","0.3548","4.1111"
"174.6570","0.3546","4.0978"
"174.6770","0.3545","4.0864"
"174.6970","0.3543","4.0740"
"174.7170","0.3541","4.0618"
"174.7370","0.3540","4.0504"
"174.7570","0.3538","4.0392"
"174.7770","0.3536","4.0279"
"174.7970","0.3535","4.0147"
"174.8170","0.3533","4.0002"
"174.8370","0.3531","3.9882"
"174.8570","0.3529","3.9774"
"174.8770","0.3528","3.9674"
"174.8970","0.3526","3.9567"
"174.9170","0.3524","3.9461"
"174.9370","0.3523","3.9336"
"174.9570","0.3521","3.9205"
"174.9770","0.3519","3.9078"
"174.9970","0.3518","3.8973"
"175.0170","0.3516","3.8866"
"175.0370","0.3514","3.8742"
"175.0570","0.3513","3.8619"
"175.0770","0.3511","3.8518"
"175.0970","0.3510","3.8408"
"175.1170","0.3508","3.8296"
"175.1370","0.3506","3.8202"
"175.1570","0.3505","3.8088"
"175.1770","0.3503","3.7964"
"175.1970","0.3501","3.7862"
"175.2170","0.3500","3.7753"
"175.2370","0.3498","3.7644"
"175.2570","0.3496","3.7516"
"175.2770","0.3495","3.7390"
"175.2970","0.3493","3.7282"
"175.3170","0.3491","3.7189"
"175.3370","0.3490","3.7085"
"175.3570","0.3488","3.6986"
"175.3770","0.3486","3.6896"
"175.3970","0.3485","3.6784"
"175.4170","0.3483","3.6670"
"175.4370","0.3481","3.6570"
"175.4570","0.3480","3.6466"
"175.4770","0.3478","3.6353"
"175.4970","0.3476","3.6237"
"175.5170","0.3475","3.6127"
"175.5370","0.3473","3.6029"
"175.5570","0.3471","3.5929"
"175.5770","0.3470","3.5826"
"175.5970","0.3468","3.5712"
"175.6170","0.3466","3.5612"
"175.6370","0.3465","3.5502"
"175.6570","0.3463","3.5392"
"175.6770","0.3461","3.5278"
"175.6970","0.3460","3.5165"
"175.7170","0.3458","3.5076"
"175.7370","0.3456","3.4986"
"175.7570","0.3455","3.4896"
"175.7770","0.3453","3.4774"
"175.7970","0.3451","3.4655"
"175.8170","0.3449","3.4552"
"175.8370","0.3448","3.4443"
"175.8570","0.3446","3.4344"
"175.8770","0.3444","3.4245"
"175.8970","0.3443","3.4149"
"175.9170","0.3441","3.4061"
"175.9370","0.3439","3.3949"
"175.9570","0.3438","3.3838"
"175.9770","0.3436","3.3738"
"175.9970","0.3434","3.3634"
"176.0170","0.3433","3.3536"
"176.0370","0.3431","3.3441"
"176.0570","0.3430","3.3349"
"176.0770","0.3428","3.3257"
"176.0970","0.3426","3.3158"
"176.1170","0.3425","3.3055"
"176.1370","0.3423","3.2961"
"176.1570","0.3421","3.2874"
"176.1770","0.3420","3.2768"
"176.1970","0.3418","3.2666"
"176.2170","0.3416","3.2569"
"176.2370","0.3415","3.2466"
"176.2570","0.3413","3.2373"
"176.2770","0.3411","3.2276"
"176.2970","0.3410","3.2176"
"176.3170","0.3408","3.2091"
"176.3370","0.3406","3.1998"
"176.3570","0.3405","3.1906"
"176.3770","0.3403","3.1808"
"176.3970","0.3401","3.1718"
"176.4170","0.3400","3.1624"
"176.4370","0.3398","3.1533"
"176.4570","0.3396","3.1430"
"176.4770","0.3395","3.1326"
"176.4970","0.3393","3.1236"
"176.5170","0.3391","3.1144"
"176.5370","0.3390","3.1045"
"176.5570","0.3388","3.0958"
"176.5770","0.3386","3.0860"
"176.5970","0.3385","3.0762"
"176.6170","0.3383","3.0648"
"176.6370","0.3381","3.0534"
"176.6570","0.3379","3.0445"
"176.6770","0.3378","3.0359"
"176.6970","0.3376","3.0264"
"176.7170","0.3374","3.0164"
"176.7370","0.3372","3.0069"
"176.7570","0.3371","2.9963"
"176.7770","0.3369","2.9848"
"176.7970","0.3367","2.9742"
"176.8170","0.3365","2.9632"
"176.8370","0.3363","2.9521"
"176.8570","0.3361","2.9415"
"176.8770","0.3360","2.9317"
"176.8970","0.3358","2.9233"
"176.9170","0.3356","2.9136"
"176.9370","0.3354","2.9050"
"176.9570","0.3353","2.8974"
"176.9770","0.3351","2.8893"
"176.9970","0.3350","2.8802"
"177.0170","0.3348","2.8726"
"177.0370","0.3347","2.8644"
"177.0570","0.3345","2.8568"
"177.0770","0.3343","2.8473"
"177.0970","0.3342","2.8392"
"177.1170","0.3340","2.8330"
"177.1370","0.3339","2.8248"
"177.1570","0.3337","2.8177"
"177.1770","0.3336","2.8097"
"177.1970","0.3334","2.8014"
"177.2170","0.3333","2.7935"
"177.2370","0.3331","2.7855"
"177.2570","0.3330","2.7772"
"177.2770","0.3328","2.7696"
"177.2970","0.3326","2.7614"
"177.3170","0.3325","2.7533"
"177.3370","0.3323","2.7431"
"177.3570","0.3322","2.7346"
"177.3770","0.3320","2.7268"
"177.3970","0.3318","2.7176"
"177.4170","0.3317","2.7091"
"177.4370","0.3315","2.6999"
"177.4570","0.3313","2.6914"
"177.4770","0.3312","2.6824"
"177.4970","0.3310","2.6740"
"177.5170","0.3308","2.6643"
"177.5370","0.3307","2.6557"
"177.5570","0.3305","2.6464"
"177.5770","0.3303","2.6387"
"177.5970","0.3301","2.6302"
"177.6170","0.3300","2.6221"
"177.6370","0.3298","2.6125"
"177.6570","0.3297","2.6049"
"177.6770","0.3295","2.5961"
"177.6970","0.3293","2.5875"
"177.7170","0.3292","2.5779"
"177.7370","0.3290","2.5702"
"177.7570","0.3288","2.5627"
"177.7770","0.3287","2.5538"
"177.7970","0.3285","2.5457"
"177.8170","0.3283","2.5381"
"177.8370","0.3282","2.5295"
"177.8570","0.3280","2.5209"
"177.8770","0.3278","2.5125"
"177.8970","0.3277","2.5042"
"177.9170","0.3275","2.4966"
"177.9370","0.3273","2.4901"
"177.9570","0.3272","2.4819"
"177.9770","0.3270","2.4736"
"177.9970","0.3268","2.4647"
"178.0170","0.3267","2.4567"
"178.0370","0.3265","2.4474"
"178.0570","0.3263","2.4385"
"178.0770","0.3262","2.4318"
"178.0970","0.3260","2.4244"
"178.1170","0.3258","2.4169"
"178.1370","0.3257","2.4074"
"178.1570","0.3255","2.3992"
"178.1770","0.3253","2.3930"
"178.1970","0.3252","2.3856"
"178.2170","0.3250","2.3783"
"178.2370","0.3248","2.3701"
"178.2570","0.3247","2.3614"
"178.2770","0.3245","2.3536"
"178.2970","0.3243","2.3468"
"178.3170","0.3242","2.3384"
"178.3370","0.3240","2.3306"
"178.3570","0.3238","2.3227"
"178.3770","0.3237","2.3159"
"178.3970","0.3235","2.3090"
"178.4170","0.3234","2.3016"
"178.4370","0.3232","2.2931"
"178.4570","0.3230","2.2846"
"178.4770","0.3229","2.2765"
"178.4970","0.3227","2.2682"
"178.5170","0.3225","2.2587"
"178.5370","0.3223","2.2506"
"178.5570","0.3221","2.2429"
"178.5770","0.3220","2.2356"
"178.5970","0.3218","2.2272"
"178.6170","0.3216","2.2200"
"178.6370","0.3215","2.2121"
"178.6570","0.3213","2.2052"
"178.6770","0.3211","2.1965"
"178.6970","0.3209","2.1884"
"178.7170","0.3208","2.1811"
"178.7370","0.3206","2.1734"
"178.7570","0.3204","2.1668"
"178.7770","0.3203","2.1603"
"178.7970","0.3201","2.1524"
"178.8170","0.3199","2.1441"
"178.8370","0.3197","2.1362"
"178.8570","0.3196","2.1292"
"178.8770","0.3194","2.1209"
"178.8970","0.3192","2.1133"
"178.9170","0.3191","2.1056"
"178.9370","0.3189","2.0987"
"178.9570","0.3187","2.0928"
"178.9770","0.3186","2.0852"
"178.9970","0.3184","2.0773"
"179.0170","0.3182","2.0714"
"179.0370","0.3180","2.0631"
"179.0570","0.3179","2.0546"
"179.0770","0.3177","2.0463"
"179.0970","0.3175","2.0395"
"179.1170","0.3173","2.0325"
"179.1370","0.3172","2.0243"
"179.1570","0.3170","2.0154"
"179.1770","0.3168","2.0078"
"179.1970","0.3166","2.0023"
"179.2170","0.3165","1.9964"
"179.2370","0.3163","1.9885"
"179.2570","0.3161","1.9800"
"179.2770","0.3160","1.9747"
"179.2970","0.3158","1.9689"
"179.3170","0.3156","1.9621"
"179.3370","0.3155","1.9564"
"179.3570","0.3153","1.9504"
"179.3770","0.3151","1.9444"
"179.3970","0.3150","1.9395"
"179.4170","0.3148","1.9321"
"179.4370","0.3147","1.9248"
"179.4570","0.3145","1.9183"
"179.4770","0.3143","1.9125"
"179.4970","0.3141","1.9049"
"179.5170","0.3140","1.8958"
"179.5370","0.3138","1.8892"
"179.5570","0.3136","1.8830"
"179.5770","0.3135","1.8759"
"179.5970","0.3133","1.8696"
"179.6170","0.3131","1.8633"
"179.6370","0.3130","1.8570"
"179.6570","0.3128","1.8503"
"179.6770","0.3126","1.8438"
"179.6970","0.3125","1.8371"
"179.7170","0.3123","1.8308"
"179.7370","0.3121","1.8240"
"179.7570","0.3120","1.8168"
"179.7770","0.3118","1.8113"
"179.7970","0.3116","1.8054"
"179.8170","0.3115","1.7994"
"179.8370","0.3113","1.7924"
"179.8570","0.3111","1.7862"
"179.8770","0.3110","1.7798"
"179.8970","0.3108","1.7729"
"179.9170","0.3106","1.7664"
"179.9370","0.3104","1.7597"
"179.9570","0.3103","1.7544"
"179.9770","0.3101","1.7488"
"179.9970","0.3099","1.7416"
"180.0170","0.3098","1.7357"
"180.0370","0.3096","1.7304"
"180.0570","0.3094","1.7248"
"180.0770","0.3093","1.7174"
"180.0970","0.3091","1.7114"
"180.1170","0.3089","1.7065"
"180.1370","0.3088","1.7005"
"180.1570","0.3086","1.6937"
"180.1770","0.3084","1.6887"
"180.1970","0.3083","1.6814"
"180.2170","0.3081","1.6750"
"180.2370","0.3079","1.6694"
"180.2570","0.3078","1.6625"
"180.2770","0.3076","1.6560"
"180.2970","0.3074","1.6504"
"180.3170","0.3073","1.6444"
"180.3370","0.3071","1.6382"
"180.3570","0.3069","1.6347"
"180.3770","0.3068","1.6308"
"180.3970","0.3066","1.6242"
"180.4170","0.3065","1.6173"
"180.4370","0.3063","1.6120"
"180.4570","0.3061","1.6054"
"180.4770","0.3059","1.5987"
"180.4970","0.3058","1.5918"
"180.5170","0.3056","1.5848"
"180.5370","0.3054","1.5782"
"180.5570","0.3052","1.5701"
"180.5770","0.3050","1.5630"
"180.5970","0.3048","1.5579"
"180.6170","0.3047","1.5540"
"180.6370","0.3045","1.5484"
"180.6570","0.3044","1.5442"
"180.6770","0.3042","1.5414"
"180.6970","0.3041","1.5367"
"180.7170","0.3039","1.5306"
"180.7370","0.3038","1.5242"
"180.7570","0.3036","1.5189"
"180.7770","0.3034","1.5136"
"180.7970","0.3033","1.5089"
"180.8170","0.3031","1.5029"
"180.8370","0.3029","1.4960"
"180.8570","0.3028","1.4895"
"180.8770","0.3026","1.4849"
"180.8970","0.3024","1.4799"
"180.9170","0.3023","1.4738"
"180.9370","0.3021","1.4701"
"180.9570","0.3019","1.4641"
"180.9770","0.3018","1.4585"
"180.9970","0.3016","1.4540"
"181.0170","0.3014","1.4497"
"181.0370","0.3013","1.4444"
"181.0570","0.3011","1.4381"
"181.0770","0.3009","1.4323"
"181.0970","0.3008","1.4274"
"181.1170","0.3006","1.4198"
"181.1370","0.3004","1.4146"
"181.1570","0.3003","1.4107"
"181.1770","0.3001","1.4040"
"181.1970","0.2999","1.3994"
"181.2170","0.2998","1.3960"
"181.2370","0.2996","1.3905"
"181.2570","0.2994","1.3855"
"181.2770","0.2993","1.3792"
"181.2970","0.2991","1.3752"
"181.3170","0.2990","1.3702"
"181.3370","0.2988","1.3644"
"181.3570","0.2986","1.3583"
"181.3770","0.2985","1.3538"
"181.3970","0.2983","1.3486"
"181.4170","0.2981","1.3429"
"181.4370","0.2979","1.3364"
"181.4570","0.2978","1.3312"
"181.4770","0.2976","1.3272"
"181.4970","0.2974","1.3230"
"181.5170","0.2973","1.3177"
"181.5370","0.2971","1.3127"
"181.5570","0.2969","1.3080"
"181.5770","0.2968","1.3033"
"181.5970","0.2966","1.2989"
"181.6170","0.2965","1.2925"
"181.6370","0.2963","1.2862"
